Full Market Value,Land Assessed Value,MostRecentSalePrice,MostRecentSaleDate,PropertyType,BuildingStyle,YearBuilt,RoomCounts,nbhd,LotSize(acr)
"$191,000","$30,900",5000,2/11/2020,1 Family Res,Colonial,2020,2 / 2,Rural,1.9
"$120,800","$120,800",15000,2/11/2008,Vacant comm,,,,Commercial,9.27
"$160,000","$94,100",120000,2/10/2023,Rural res,Old style,1900,4 / 1.1,Rural,119.2
"$168,000","$40,900",143000,2/10/2022,2 Family Res,Duplex,1999,4 / 2,Res Old #1,0.77
"$133,000","$17,100",75000,2/10/2016,1 Family Res,Ranch,1954,3 / 1,Pot outskirts,0.32
"$79,000","$37,400",30000,2/10/2014,1 Family Res,Cottage,2022,1 / 1,Rural,8.4
"$29,800","$17,000",4700,2/10/2014,Vac w/imprv,,,,Rural,3
"$4,600","$4,600",28000,2/10/2010,Rural vac<10,,,,Rural,0.15
"$168,000","$26,600",160000,2/1/2023,3 Family Res,Old style,1920,4 / 3,Res Old #2,0.28
"$194,000","$32,300",11000,2/1/2023,1 Family Res,A-Frame,1980,3 / 2,Rural,3.3
"$133,000","$20,900",70000,2/1/2010,1 Family Res,Old style,1880,5 / 1,Res Old #2,0.21
"$261,000","$31,200",260500,12/9/2024,1 Family Res,Ranch,1968,3 / 2.1,Res New,130
"$31,600","$31,600",40000,12/9/2024,Rural vac>10,,,,Rural,24.1
"$129,000","$7,200",129000,12/9/2024,1 Family Res,Ranch,1972,3 / 2,Union Hew Siss,1.1
"$239,000","$36,200",186000,12/9/2021,1 Family Res,Ranch,1958,3 / 2.1,Res New,0.47
"$248,000","$50,600",325000,12/9/2021,1 Family Res,Split level,1978,6 / 3,Rural New,1.6
"$64,000","$36,600",50000,12/9/2015,1 Family Res,Old style,1885,2 / 1,Pot outskirts,2.6
"$206,000","$33,500",38000,12/9/2002,1 Family Res,Old style,1870,4 / 1,Rural,4.5
"$379,000","$140,000",185000,12/9/2002,1 Family Res,Colonial,1977,3 / 2,Water/Nor Lake,3.4
"$226,000","$24,500",80000,12/9/1999,1 Family Res,Old style,1850,3 / 2.1,Res Old #2,0.25
"$44,100","$44,100",145000,12/8/2021,Rural vacant,,,,Rural,49.2
"$98,000","$14,400",84800,12/8/2020,1 Family Res,Old style,1900,3 / 1.1,Vill/Norwood,0.33
"$248,000","$31,000",180000,12/8/2016,1 Family Res,Contemporary,1989,3 / 2.1,Rural,2
"$183,000","$16,400",143000,12/8/2010,1 Family Res,Old style,1900,4 / 1.1,Res Old #2,0.16
"$90,000","$20,600",150000,12/8/2008,Converted Res,Commercial,1900,,Comm Old,0.13
"$78,700","$11,900",28000,12/8/2000,1 Family Res,Old style,1900,3 / 1,Vill/Norwood,0.26
"$465,000","$62,800",116500,12/8/2000,Rural res,Ranch,1999,4 / 2.1,Rural New,16.1
"$240,000","$48,600",134000,12/7/2017,Converted Res,Commercial,1950,,Comm Old,0.32
"$25,800","$20,800",18000,12/7/2009,Vac w/imprv,,,,Water/Nor Lake,1.8
"$132,100","$132,100",30000,12/7/2005,Vacant comm,,,,Commercial,18.44
"$40,000","$34,600",40000,12/6/2024,1 Family Res,Manuf'd Housing,1985,3 / 1.1,Rural,5.6
"$164,000","$27,300",75000,12/6/2022,1 Family Res,Old style,1870,3 / 1.1,Res Old #2,0.29
"$36,600","$36,600",16000,12/6/2021,Rural vac>10,,,,Rural New,14.2
"$240,000","$35,300",100000,12/6/2016,Converted Res,Commercial,1950,,Comm Old,0.23
"$164,000","$18,900",91000,12/6/2013,1 Family Res,Old style,1900,3 / 1.1,Vill/Norwood,0.48
"$134,000","$15,600",72700,12/6/2013,1 Family Res,Ranch,1947,3 / 1,Res New,0.12
"$372,000","$61,000",255000,12/6/2013,Rural res,Colonial,1987,4 / 2.2,Rural New,13
"$92,000","$12,100",53000,12/6/2011,1 Family Res,Manuf'd Housing,1995,3 / 2,Union Hew Siss,2.1
"$101,000","$19,100",60000,12/6/2006,1 Family Res,Cape cod,1951,3 / 1,Res Old #2,0.19
"$150,000","$17,200",150000,12/5/2024,1 Family Res,Ranch,1950,2 / 1,Res New,0.14
"$153,000","$21,800",145000,12/5/2023,1 Family Res,Ranch,1955,3 / 2,Vill/Norwood,0.59
"$242,000","$43,000",45000,12/5/2022,Multiple res,Old style,1880,3 / 2,Rural,1.55
"$73,600","$51,000",36000,12/5/2019,Mfg housing,,,,Rural New,2
"$361,000","$31,300",283250,12/5/2018,1 Family Res,Colonial,1988,4 / 2.1,Rural,1.9
"$77,400","$22,600",45000,12/5/2013,Vac w/imprv,,,,Rural,8.6
"$233,000","$29,000",125000,12/5/2008,1 Family Res,Colonial,1960,4 / 2.1,Res New,0.31
"$135,000","$15,300",59300,12/5/2003,1 Family Res,Old style,1910,3 / 1.1,Vill/Norwood,0.36
"$216,000","$24,500",49000,12/5/2002,1 Family Res,Old style,1848,3 / 2,Vill/Norwood,0.7
"$23,800","$23,800",20000,12/4/2023,Rural vac<10,,,,Rural,9.8
"$57,800","$57,800",85900,12/4/2019,Rural vac>10,,,,Rural,76.5
"$200,000","$18,200",136000,12/4/2018,2 Family Res,Old style,1880,6 / 2.1,Res Old #2,0.18
"$195,000","$18,200",106000,12/4/2017,1 Family Res,Old style,1905,4 / 1.1,Res Old #2,0.18
"$104,000","$13,200",48000,12/31/2014,2 Family Res,Old style,1900,4 / 2,Res Old #1,0.17
"$16,200","$16,200",8600,12/31/2004,Rural vac<10,,,,Union Hew Siss,8.9
"$353,000","$50,300",205000,12/30/2010,Rural res,Old style,1900,3 / 2,Rural,30
"$125,000","$37,800",69000,12/30/2010,1 Family Res,Old style,1852,4 / 1,Rural New,0.51
"$34,000","$27,900",18500,12/30/1999,Mfg housing,,,,Rural,0.85
"$119,000","$30,800",49500,12/3/2014,1 Family Res,Manuf'd Housing,1992,3 / 2,Rural,1.8
"$417,000","$75,000",49000,12/3/1999,Rural res,Colonial,2002,5 / 2.1,Rural,80.9
"$31,000","$31,000",1000,12/29/2005,Rural vac>10,,,,Rural,23
"$217,000","$39,500",89100,12/29/1999,1 Family Res,Cape cod,1944,4 / 2,Res New,0.58
"$292,000","$30,700",70000,12/29/1999,1 Family Res,Old style,1850,5 / 3,Rural,1.7
"$250,000","$28,000",212000,12/28/2016,1 Family Res,Colonial,1928,4 / 2.2,Res Old #2,0.3
"$253,000","$38,800",176500,12/28/2015,1 Family Res,Colonial,1993,4 / 2.1,Water/Nor Lake,4.8
"$523,800","$523,800",238569,12/28/2007,Vac farmland,,,,Rural,255.4
"$230,000","$25,200",70000,12/28/2004,2 Family Res,Old style,1888,4 / 2,Res Old #2,0.26
"$90,000","$18,400",67980,12/27/2018,1 Family Res,Ranch,1983,2 / 1,Res Old #1,0.26
"$194,000","$26,600",180000,12/27/2017,1 Family Res,Old style,1900,4 / 1.1,Res Old #2,0.28
"$85,000","$13,700",55000,12/27/2013,2 Family Res,Old style,1920,4 / 2,Res Old #2,0.13
"$145,000","$70,000",110000,12/27/2012,Seasonal res,Cottage,1955,3 / 1,Water/Nor Lake,0.31
"$152,000","$24,500",53000,12/27/2002,1 Family Res,Old style,1880,4 / 1.1,Res Old #2,0.25
"$38,600","$38,600",6500,12/27/1998,Vacant rural,,,,Rural New,18.2
"$26,600","$26,600",25000,12/24/2019,Rural vac>10,,,,Rural,14.1
"$79,000","$15,500",60300,12/24/2007,1 Family Res,Cottage,1939,1 / 1,Res Old #2,0.15
"$195,000","$36,900",125000,12/23/2021,2 Family Res,Old style,1900,7 / 2.2,Res Old #2,0.55
"$30,000","$30,000",26000,12/23/2021,Rural vac<10,,,,Rural New,6
"$165,000","$33,200",85000,12/23/2020,1 Family Res,Old style,1870,4 / 2,Res Old #2,0.6
"$139,000","$57,100",58300,12/23/2011,1 Family Res,Manuf'd Housing,1985,3 / 2,Rural New,8.1
"$126,000","$18,000",120000,12/22/2022,1 Family Res,Old style,1900,3 / 1,Res Old #1,0.25
"$83,000","$16,200",100000,12/22/2021,1 Family Res,Old style,1930,3 / 1,Res Old #1,0.22
"$164,000","$25,900",126000,12/22/2020,1 Family Res,Old style,1948,3 / 1.1,Res Old #2,0.27
"$235,000","$52,000",175500,12/22/2015,1 Family Res,Ranch,2007,3 / 2,Rural New,3
"$83,600","$35,500",7000,12/22/2006,Vac w/imprv,,,,Pot outskirts,1.5
"$169,000","$28,000",95000,12/22/2005,1 Family Res,Ranch,1960,3 / 1.1,Res New,0.29
"$76,000","$35,500",163500,12/22/2003,Com vac w/imp,,,,Commercial,0.56
"$262,000","$53,500",234500,12/21/2023,1 Family Res,Colonial,1989,3 / 1.1,Rural New,4.5
"$175,000","$28,000",142000,12/21/2020,1 Family Res,Ranch,1962,4 / 2,Res New,0.29
"$151,000","$22,700",92000,12/21/2020,1 Family Res,Old style,1900,4 / 1.1,Res Old #2,0.23
"$37,200","$37,200",20500,12/21/2020,Rural vac>10,,,,Rural,35.4
"$407,000","$52,900",251000,12/21/2017,1 Family Res,Colonial,1999,4 / 2.1,Rural New,3.9
"$165,000","$14,400",66500,12/21/2015,1 Family Res,Old style,1930,4 / 2,Res Old #1,0.19
"$135,000","$12,800",15000,12/21/2015,2 Family Res,Old style,1900,4 / 2,Res Old #2,60
"$223,000","$51,800",106000,12/21/2015,1 Family Res,Raised ranch,1978,4 / 1,Rural New,2.8
"$164,000","$22,000",77000,12/21/2012,2 Family Res,Colonial,1850,4 / 2,Vill/Norwood,0.6
"$72,000","$6,300",43000,12/21/2012,1 Family Res,Old style,1920,2 / 1,Vill/Norwood,0.12
"$205,000","$20,900",120000,12/21/2012,2 Family Res,Old style,1900,8 / 2.2,Res Old #2,0.21
"$122,000","$19,800",63600,12/21/2011,1 Family Res,Old style,1875,3 / 1,Vill/Norwood,0.51
"$96,000","$13,100",55000,12/21/2009,2 Family Res,Old style,1890,6 / 4,Vill/Norwood,0.29
"$139,000","$20,000",59000,12/21/2004,2 Family Res,Old style,1800,3 / 2,Res Old #2,0.2
"$160,000","$31,000",48000,12/21/1999,1 Family Res,Cape cod,1994,1 / 1.1,Rural,2
"$138,000","$21,300",126500,12/20/2019,1 Family Res,Old style,1865,4 / 1.1,Vill/Norwood,0.57
"$33,200","$30,800",17500,12/20/2018,Mfg housing,,,,Rural,1.8
"$8,700","$8,700",5000,12/20/2014,Vacant rural,,,,Rural,12.3
"$137,000","$31,900",82500,12/20/2011,1 Family Res,Manuf'd Housing,1998,3 / 2,Rural,2.9
"$118,000","$28,200",40000,12/20/2002,2 Family Res,Old style,1900,3 / 2,Res Old #2,0.31
"$20,800","$20,800",22500,12/2/2019,Res vac land,,,,Pot outskirts,1.8
"$154,000","$22,700",50000,12/2/2015,2 Family Res,Old style,1900,5 / 2,Res Old #2,0.23
"$120,000","$23,900",95000,12/2/2003,1 Family Res,Split level,1959,3 / 1,Rural,0.62
"$20,000","$20,000",4000,12/19/2022,Rural vac<10,,,,Water/Nor Lake,1
"$110,000","$21,200",39200,12/19/2018,1 Family Res,Old style,1950,3 / 1,Rural,0.49
"$193,000","$20,000",152000,12/19/2017,1 Family Res,Old style,1880,4 / 1.1,Res Old #2,0.2
"$73,000","$73,000",105000,12/19/2014,Rural vac>10,,,,Rural,102
"$55,000","$8,300",25000,12/19/2012,1 Family Res,Old style,1900,2 / 1,Vill/Norwood,0.17
"$214,000","$28,000",81000,12/19/2000,1 Family Res,Old style,1930,4 / 1.1,Res Old #2,0.3
"$72,000","$31,600",70000,12/18/2024,Mfg housing,,,,Rural,2.6
"$249,000","$28,600",170000,12/18/2019,2 Family Res,Old style,1880,6 / 2,Res Old #2,0.33
"$330,000","$136,000",339500,12/18/2019,Restaurant,Commercial,1950,,Comm New,0.6
"$182,000","$17,300",170000,12/18/2019,2 Family Res,Old style,1900,9 / 2,Res Old #2,0.17
"$142,000","$13,800",79394,12/18/2018,1 Family Res,Old style,1904,3 / 2,Vill/Norwood,0.31
"$34,600","$34,600",2500,12/18/1998,Priv forest,,,,Rural New,25.1
"$90,000","$2,400",60000,12/17/2024,Det row bldg,Commercial,1890,,Commercial,27
"$142,000","$29,400",128500,12/17/2022,1 Family Res,Ranch,1954,2 / 1,Res New,0.32
"$184,000","$15,500",166000,12/17/2022,3 Family Res,Ranch,1930,3 / 3,Res Old #2,44
"$373,000","$204,100",200000,12/17/2019,Other Storage,Commercial,1982,,Commercial,64.99
"$197,000","$30,600",8500,12/17/2015,1 Family Res,Ranch,2017,2 / 1.1,Rural,1.6
"$143,000","$34,400",82150,12/17/2013,1 Family Res,Old style,1900,3 / 1,Rural,5.4
"$300,000","$141,600",100000,12/17/2003,Other Storage,Commercial,1986,,Commercial,7.79
"$276,000","$45,800",72000,12/17/2002,Rural res,Cape cod,2000,3 / 1,Rural,22.6
"$63,500","$43,100",5000,12/17/1999,Priv forest,,,,Rural,47.2
"$43,000","$43,000",12500,12/17/1998,Rural vac<10,,,,Rural New,27
"$84,000","$6,700",64000,12/16/2021,1 Family Res,Old style,1900,4 / 1.1,Vill/Norwood,0.13
"$219,000","$34,000",149000,12/16/2021,3 Family Res,Old style,1815,6 / 3.1,Rural,5
"$158,000","$30,000",75000,12/16/2020,1 Family Res,Old style,1850,4 / 1,Rural,1
"$347,000","$91,000",240000,12/16/2015,1 Fam Res w/Apt,Ranch,1957,3 / 2.1,Water/Nor Lake,0.76
"$340,000","$50,900",260000,12/16/2012,1 Family Res,Colonial,2004,4 / 2.1,Rural New,1.9
"$184,000","$19,600",123900,12/16/2010,1 Family Res,Cape cod,1950,4 / 2,Res New,0.17
"$152,000","$10,700",41000,12/16/1999,1 Family Res,Old style,1920,3 / 1,Water/Nor Lake,0.23
"$271,000","$46,600",255000,12/15/2023,1 Family Res,Ranch,1956,3 / 2,Rural New,0.83
"$73,700","$73,700",90000,12/15/2016,Vacant rural,,,,Rural,108.3
"$251,000","$83,100",122500,12/15/2016,1 Family Res,Colonial,1968,2 / 1,Water/Nor Lake,1.5
"$140,000","$30,000",86500,12/15/2016,1 use sm bld,Commercial,1956,,Commercial,0.3
"$331,000","$44,600",165000,12/15/2015,1 Family Res,Colonial,1805,2 / 2.1,Rural,5.6
"$371,000","$81,700",22500,12/15/2001,Rural res,Log home,2006,3 / 2,Rural,94.3
"$410,000","$219,800",260000,12/14/2022,Auto dealer,Commercial,1961,,Comm New,1.66
"$166,000","$13,200",98000,12/14/2019,1 Family Res,Cape cod,1942,3 / 2.1,Res Old #1,0.17
"$17,000","$17,000",1000,12/14/2015,Rural vac<10,,,,Rural,3
"$650,000","$25,000",250000,12/13/2024,Att row bldg,Commercial,1867,,Comm Old,50
"$305,000","$40,600",305000,12/13/2024,1 Family Res,Raised ranch,1969,3 / 2,Rural,1.6
"$67,000","$10,800",73000,12/13/2021,1 Family Res,Old style,1900,2 / 1,Res Old #1,0.13
"$221,000","$32,800",169000,12/13/2021,1 Family Res,Old style,1928,4 / 2.1,Res Old #2,0.57
"$98,000","$16,200",58000,12/13/2017,1 Family Res,Old style,1940,2 / 2,Vill/Norwood,0.39
"$370,000","$82,300",297500,12/12/2019,Rural res,Cape cod,1996,3 / 2.1,Rural New,50.6
"$196,000","$18,200",140000,12/12/2014,2 Family Res,Old style,1920,9 / 2.1,Res Old #2,0.18
"$108,300","$108,300",400000,12/12/2005,Vacant comm,,,,Commercial,1.83
"$50,000","$30,800",41000,12/11/2024,1 Family Res,Colonial,1956,2 / 2,Res Old #1,1.4
"$108,000","$13,700",108000,12/11/2024,1 Family Res,Old style,1880,2 / 1,Res Old #2,99
"$195,000","$151,900",620000,12/11/2018,Other Storage,Commercial,1988,,Commercial,7.99
"$257,000","$30,800",173500,12/11/2009,1 Family Res,Colonial,1967,3 / 2.1,Res New,0.35
"$270,000","$50,900",94000,12/11/2009,1 Family Res,Ranch,1954,3 / 2.1,Res New,1.6
"$72,000","$18,000",30000,12/10/2021,1 Family Res,Old style,1880,3 / 1,Res Old #1,0.25
"$123,000","$13,800",110000,12/10/2020,1 Family Res,Old style,1874,3 / 1,Vill/Norwood,0.31
"$109,000","$17,300",97500,12/10/2020,1 Family Res,Cottage,1948,2 / 1,Res Old #2,0.17
"$163,000","$34,200",145000,12/10/2020,2 Family Res,Duplex,2000,4 / 2,Res Old #1,0.44
"$176,000","$20,000",101200,12/10/2018,2 Family Res,Old style,1910,6 / 2,Res Old #2,0.2
"$129,000","$11,900",70000,12/10/2018,2 Family Res,Old style,1900,4 / 3,Res Old #2,0.11
"$375,000","$32,400",225000,12/10/2015,Att row bldg,Commercial,1960,,Comm Old,0.21
"$280,000","$133,600",125000,12/10/2010,1 use sm bld,Commercial,1960,,Commercial,1.56
"$98,000","$7,100",41000,12/10/2008,1 Family Res,Old style,1950,2 / 1,Vill/Norwood,0.14
"$133,000","$30,000",72000,12/10/2008,1 Family Res,Cape cod,1976,2 / 1,Rural,1.02
"$21,900","$21,900",5500,12/10/2007,Res vac land,,,,Vill/Norwood,2.4
"$31,700","$31,700",13800,12/10/2003,Vacant rural,,,,Rural,24.3
"$85,000","$14,400",25000,12/10/2002,1 Family Res,Old style,1870,3 / 1,Res Old #1,0.19
"$253,000","$16,400",241000,12/1/2023,1 Family Res,Old style,1920,4 / 2,Res Old #2,0.16
"$10,900","$10,900",7000,12/1/2022,Res vac land,,,,Vill/Norwood,0.82
"$287,000","$38,100",8000,12/1/2016,1 Family Res,Ranch,2016,3 / 2,Rural,9.1
"$471,000","$113,800",35500,12/1/2015,Multiple res,Colonial,2016,1 / 1.1,Rural New,13.69
"$72,000","$72,000",7500,12/1/2009,Vacant comm,,,,Commercial,0.96
"$168,000","$30,600",96500,12/1/2005,1 Family Res,Manuf'd Housing,2002,4 / 2,Rural,1.6
"$520,000","$85,400",250000,12/1/1999,Rural res,Contemporary,1982,4 / 3,Rural New,56.7
"$185,000","$24,100",87000,11/9/2021,1 Family Res,Old style,1900,3 / 1,Res Old #1,0.51
"$475,000","$69,300",449000,11/9/2021,1 Family Res,Contemporary,2010,2 / 2,Water/Nor Lake,0.47
"$290,000","$30,600",199000,11/9/2020,1 Family Res,Old style,1910,6 / 2.1,Res Old #2,0.43
"$198,000","$34,600",145000,11/9/2015,1 Family Res,Colonial,1999,2 / 2,Rural,5.6
"$11,800","$11,800",65000,11/9/2007,Res vac land,,,,Res Old #1,0.19
"$72,000","$1,100",36000,11/9/2006,1 Family Res,Old style,1900,3 / 1,Union Hew Siss,0.1
"$348,000","$51,100",227500,11/9/2005,1 Family Res,Colonial,2004,4 / 2.1,Rural New,2.1
"$315,000","$25,200",315000,11/8/2024,1 Family Res,Old style,1886,3 / 2.1,Res Old #2,67
"$84,000","$29,400",84000,11/8/2024,1 Family Res,Old style,1880,3 / 1.1,Res Old #2,124
"$92,000","$5,500",45000,11/8/2023,3 Family Res,Old style,1900,4 / 4,Vill/Norwood,0.1
"$31,200","$31,200",30000,11/8/2023,Vacant rural,,,,Pot outskirts,13.3
"$67,000","$7,900",40000,11/8/2021,1 Family Res,Ranch,1960,2 / 1,Vill/Norwood,0.16
"$167,000","$21,800",106500,11/8/2021,2 Family Res,Old style,1880,4 / 2,Res Old #2,0.22
"$285,000","$34,400",135000,11/8/2021,1 Family Res,Ranch,1960,3 / 2.1,Res New,0.43
"$130,000","$16,200",148250,11/8/2021,1 Family Res,Colonial,1940,3 / 1.1,Res Old #1,0.22
"$48,900","$25,900",3000,11/8/2021,Vac w/imprv,,,,Rural New,1.9
"$112,200","$41,700",80000,11/8/2021,Vac w/imprv,,,,Rural,44.4
"$28,500","$17,100",16000,11/8/2019,Vac w/imprv,,,,Vill/Norwood,0.42
"$190,000","$19,200",125000,11/8/2019,1 use sm bld,Commercial,1978,,Comm Old,0.12
"$190,000","$52,500",150000,11/8/2018,1 Family Res,Log home,1980,1 / 1,Water/Nor Lake,0.55
"$73,300","$45,800",35000,11/8/2013,Mfg housing,,,,Rural,17.5
"$102,000","$15,000",57800,11/8/2007,1 Family Res,Ranch,1951,3 / 1,Res Old #1,0.2
"$107,000","$5,300",26000,11/8/2004,2 Family Res,Old style,1878,3 / 2,Union Hew Siss,0.48
"$67,300","$67,300",35000,11/8/1999,Vac farmland,,,,Rural,29.7
"$240,000","$21,800",55000,11/7/2023,1 Family Res,Old style,1886,4 / 5,Res Old #2,0.22
"$22,000","$22,000",15000,11/7/2019,Res vac land,,,,Pot outskirts,3
"$134,000","$35,900",79000,11/7/2017,1 Family Res,Old style,1880,5 / 2,Pot outskirts,1.9
"$53,000",$900,19000,11/7/2007,1 Family Res,Bungalow,1900,3 / 1,Union Hew Siss,0.08
"$258,000","$40,900",190000,11/7/2006,Rural res,Old style,1840,4 / 3.1,Rural,12.8
"$879,400","$67,800",325000,11/6/2024,Res w/Comuse,Cape cod,1945,2 / 1.1,Vill/Norwood,45.6
"$16,100","$16,100",10962,11/6/2024,Rural vac<10,,,,Rural,2.1
"$326,000","$33,300",310000,11/6/2023,1 Family Res,Colonial,2002,4 / 2.1,Rural,4.3
"$252,000","$28,900",154700,11/6/2015,1 Family Res,Ranch,2006,3 / 2,Rural,0.92
"$104,000","$35,200",62000,11/6/2008,1 Family Res,Old style,1840,4 / 1,Pot outskirts,1.2
"$259,000","$43,700",115400,11/6/2004,Rural res,Ranch,1990,4 / 2.1,Rural,18.3
"$158,000","$31,400",4000,11/6/2001,1 Family Res,Ranch,2004,2 / 1.1,Rural,2.4
"$99,000","$10,000",38500,11/6/1998,1 Family Res,Old style,1900,5 / 2,Res Old #2,0.09
"$350,000","$31,000",330000,11/5/2021,1 Family Res,Colonial,1971,4 / 4,Rural,2
"$579,000","$176,000",195000,11/5/2021,Rural res&ag,Old style,1900,0 / 0,Commercial,86.3
"$172,000","$27,200",48000,11/5/2019,1 Family Res,Old style,1900,2 / 2,Vill/Norwood,0.49
"$166,000","$41,600",65000,11/5/2019,Rural res,Old style,1860,3 / 1.1,Rural,14.1
"$213,000","$54,300",144000,11/5/2010,1 Family Res,Ranch,1972,3 / 2,Rural New,5.3
"$120,000","$16,400",110000,11/4/2024,1 Family Res,Old style,1930,3 / 1,Res Old #2,70
"$350,000","$73,500",350000,11/4/2022,Converted Res,Commercial,1837,,Comm Old,0.49
"$208,000","$34,800",225000,11/4/2021,1 Family Res,Old style,1850,3 / 1.1,Rural,4
$500,$200,500,11/4/2021,Vac w/imprv,,,,Rural,0.22
"$165,000","$40,500",30000,11/4/2021,1 Family Res,Old style,1880,3 / 1,Rural New,0.6
"$67,400","$43,800",70000,11/4/2019,Vac w/imprv,,,,Rural,48.6
"$131,000","$20,500",78500,11/4/2016,1 Family Res,Old style,1903,3 / 2.1,Vill/Norwood,0.54
"$135,000","$25,900",108120,11/4/2010,1 Family Res,Old style,1900,3 / 1.1,Res Old #2,0.27
"$57,800","$30,700",50000,11/4/2010,Mfg housing,,,,Rural,1.7
"$275,000","$39,300",110000,11/4/2004,1 Family Res,Colonial,1970,4 / 1.1,Res New,0.57
"$104,000","$18,900",38970,11/4/2003,1 Family Res,Ranch,1997,3 / 1,Vill/Norwood,0.48
"$171,000","$30,800",149000,11/30/2022,1 Family Res,Manuf'd Housing,2000,3 / 2,Rural,1.8
"$121,000","$28,000",80500,11/30/2020,1 Family Res,Old style,1870,4 / 2,Res Old #2,0.3
"$120,000","$20,200",99000,11/30/2020,1 Family Res,Old style,1934,3 / 1,Res Old #1,0.31
"$41,100","$39,100",45000,11/30/2020,Vac w/imprv,,,,Rural,39.2
"$261,000","$56,900",136500,11/30/2018,Rural res,Old style,1890,2 / 1,Rural,39.7
"$51,000","$17,400",30000,11/30/2001,1 Family Res,Old style,1925,3 / 1,Res Old #1,0.24
"$119,000","$9,500",90000,11/3/2020,1 Family Res,Old style,1900,5 / 1.1,Vill/Norwood,0.2
"$91,000","$6,700",24000,11/3/2020,1 Family Res,Old style,1900,2 / 2,Vill/Norwood,0.13
"$133,000","$43,700",15136,11/3/2008,Seasonal res,Cottage,2009,1 / 0,Rural,18.4
"$12,500","$12,500",12500,11/3/2006,Rural vac>10,,,,Rural New,20
"$153,000","$37,100",139900,11/29/2021,1 Family Res,Cape cod,1956,5 / 2,Res New,0.49
"$184,000","$34,800",129900,11/29/2018,1 Family Res,Ranch,1951,3 / 2,Res New,0.44
"$130,000","$51,800",78000,11/29/2011,1 Family Res,Ranch,1953,3 / 1,Rural New,2.8
"$53,700","$53,700",55000,11/29/2011,Rural vac>10,,,,Rural,68.4
"$280,000","$26,000",160000,11/29/2010,1 Family Res,Colonial,1969,4 / 2.1,Res New,0.25
"$180,000","$50,900",70000,11/29/2007,1 Family Res,Ranch,1973,2 / 1,Rural New,1.9
"$125,000","$27,000",80000,11/29/2006,1 Family Res,Ranch,1963,3 / 1,Res New,0.27
"$120,000","$30,900",43000,11/29/2003,1 Family Res,Manuf'd Housing,1973,3 / 1,Rural,1.9
"$500,000","$131,200",413475,11/28/2012,Auto body,Commercial,1987,,Comm New,0.57
"$310,000","$52,500",310000,11/27/2024,1 Family Res,Log home,1990,3 / 2,Rural New,3.5
"$90,000","$30,000",90000,11/27/2024,1 Family Res,Cape cod,1937,3 / 1,Rural New,100
"$155,000","$111,600",42500,11/27/2019,Other Storage,Commercial,1970,,Commercial,2.53
"$180,000","$28,800",95000,11/27/2009,1 Family Res,Old style,1900,4 / 3.1,Res Old #2,0.34
"$60,000","$13,800",42000,11/26/2018,1 Family Res,Cottage,1952,2 / 1,Res Old #1,0.18
"$389,000","$36,100",142000,11/26/2014,1 Family Res,Old style,1920,3 / 1.1,Pot outskirts,1.1
"$236,000","$51,600",164000,11/26/2014,1 Family Res,Ranch,1958,3 / 2,Rural New,2.6
"$63,900","$63,900",70000,11/25/2024,Rural vac>10,,,,Rural,83.7
"$33,100","$18,400",145000,11/25/2019,Vac w/imprv,,,,Rural New,0.42
"$324,000","$53,900",236000,11/25/2013,1 Family Res,Colonial,2004,4 / 2.1,Rural New,4.9
"$275,000","$86,000",95000,11/25/1998,Office bldg.,Commercial,1975,,Commercial,0.86
"$205,000","$44,300",180000,11/24/2023,1 Family Res,Raised ranch,1965,2 / 2,Res New,0.77
"$206,000","$27,300",87000,11/24/2020,1 Family Res,Old style,1900,5 / 1.2,Res Old #2,0.29
"$202,000","$22,700",169000,11/24/2017,1 Family Res,Old style,1900,4 / 2.1,Res Old #2,0.23
"$263,000","$44,000",110500,11/24/2017,1 Family Res,Cape cod,1940,4 / 2.1,Res New,0.76
"$30,100","$30,100",14000,11/24/2009,Vac farmland,,,,Rural,21.1
"$233,000","$28,800",85000,11/24/2004,1 Family Res,Old style,1900,4 / 3,Vill/Norwood,0.87
"$8,300","$8,300",5000,11/23/2021,Rural vac>10,,,,Rural,11.5
"$151,000","$26,000",136000,11/23/2020,1 Family Res,Ranch,1960,3 / 1,Res New,0.25
"$300,000","$54,400",48000,11/23/1998,Office bldg.,Commercial,1950,,Comm Old,0.36
"$25,500","$25,500",42000,11/22/2022,Rural vacant,,,,Rural New,1.5
"$140,000","$38,600",58000,11/22/2021,1 Family Res,Ranch,1977,3 / 1,Res Old #2,1.4
"$108,000","$12,300",57500,11/22/2017,1 Family Res,Old style,1900,3 / 1.1,Vill/Norwood,0.27
